iter	RMSE
688	31.17491968
689	31.15068829
690	31.12536435
691	31.08862181
692	31.08655758
693	31.06408748
694	31.03045628
695	31.029343
696	31.00771415
697	30.97304936
698	30.94093924
699	30.921478
700	30.91914321
701	30.88790538
702	30.85312715
703	30.82291951
704	30.8104439
705	30.80137817
706	30.77119191
707	30.75250974
708	30.74932191
709	30.70697857
710	30.69965283
711	30.66778239
712	30.64801025
713	30.62792126
714	30.62704176
715	30.61067907
716	30.55929747
717	30.53847139
718	30.4949006
719	30.47454458
720	30.4325
721	30.40309865
722	30.37838255
723	30.37787072
724	30.31048094
725	30.29008654
726	30.28425176
727	30.25319705
728	30.23487184
729	30.18701242
730	30.1637263
731	30.13999533
732	30.10575822
733	30.09267625
734	30.06295578
735	30.050643
736	30.00584554
737	29.98960056
738	29.95102482
739	29.92105141
740	29.91937556
741	29.91786764
742	29.90072344
743	29.86289312
744	29.85374785
745	29.83116869
746	29.80373926
747	29.77637533
748	29.76774324
749	29.75422196
750	29.75278345
751	29.73270633
752	29.73092662
753	29.68022552
754	29.6626541
755	29.64880553
756	29.62892721
757	29.62753877
758	29.59538289
759	29.56878057
760	29.54176992
761	29.49346115
762	29.49235775
763	29.46995004
764	29.44485143
765	29.43053752
766	29.40545564
767	29.38871506
768	29.36974438
769	29.36635632
770	29.34415619
771	29.33917738
772	29.28840843
773	29.25123666
774	29.23120669
775	29.18702807
776	29.16299518
777	29.12280839
778	29.11671457
779	29.07871636
780	29.06230586
781	29.05461576
782	29.01596111
783	28.97652255
784	28.94185678
785	28.90799298
786	28.90641678
787	28.88311401
788	28.84467789
789	28.81528671
790	28.80790125
791	28.77498163
792	28.76401055
793	28.73232596
794	28.71188911
795	28.70369614
796	28.67046247
797	28.65678197
798	28.6229853
799	28.60745622
